the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.074       0.01        0.05           0.303       0.071       0.273     
2          2               8                 1000      0.075       0.03        0.11           0.085       0.074       0.164     
4          4               16                1000      0.072       0.06        0.22           0.097       0.071       0.220     
8          8               32                1000      0.074       0.11        0.43           0.083       0.072       0.141     
16         16              64                1000      0.076       0.21        0.85           0.093       0.074       0.305     
32         32              128               1000      0.078       0.41        1.64           0.092       0.076       0.226     
64         64              256               1000      0.081       0.79        3.15           0.115       0.080       0.159     
128        128             512               1000      0.087       1.47        5.88           0.134       0.085       0.279     
256        256             1024              1000      0.096       2.67        10.67          0.218       0.094       0.164     
512        512             2048              1000      0.118       4.34        17.36          0.148       0.115       0.368     
1024       1024            4096              1000      0.160       6.39        25.55          0.276       0.156       0.272     
2048       2048            8192              1000      0.245       8.36        33.45          0.266       0.238       0.384     
4096       4096            16384             1000      0.412       9.94        39.75          0.436       0.402       0.648     
8192       8192            32768             1000      0.786       10.42       41.69          1.489       0.768       1.117     
16384      16384           65536             1000      1.536       10.67       42.66          1.706       1.500       2.454     
32768      32768           131072            1000      3.058       10.72       42.86          3.692       2.955       5.790     
65536      65536           262144            1000      6.973       9.40        37.60          8.634       6.770       8.807     
131072     131072          524288            1000      15.550      8.43        33.72          428.623     14.918      19.847    
262144     262144          1048576           1000      30.884      8.49        33.95          130.002     30.263      43.585    
524288     524288          2097152           1000      61.861      8.48        33.90          134.493     60.838      92.601    
1048576    1048576         4194304           1000      218.582     4.80        19.19          341.155     216.227     262.839   

